status,id_kelamin,kelurahan,dusun,id_hub_rumah_tangga,id_hub_keluarga,usia,id_nikah,id_difable,id_penyakit_kronis,id_partisipasi_sekolah,id_pendidikan,id_ijazah,id_pekerjaan,id_status_dalam_pekerjaan,id_keberadaan,nama_sls,jml_anggota_keluarga,sta_bangunan,sta_lahan,luas_lantai,lantai,dinding,kondisi_dinding,atap,kondisi_atap,jumlah_kamar,sumber_air_minum,cara_peroleh_air_minum,sumber_penerangan,daya,bb_masak,fas_bab,kloset,buang_tinja,ada_tabung_gas,ada_lemari_es,ada_ac,ada_pemanas,ada_telepon,ada_tv,ada_emas,ada_laptop,ada_sepeda,ada_motor,ada_mobil,ada_perahu,ada_motor_tempel,ada_perahu_motor,ada_kapal,aset_tak_bergerak,luas_atb,rumah_lain,jumlah_sapi,jumlah_kerbau,jumlah_kuda,jumlah_babi,jumlah_kambing,sta_art_usaha
miskin,2,Sendangadi,,2,2,48,2,0,0,2,1,1,,,,,4,1,1,500,6,1,2,4,2,2,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,110,4,,,,,,2
miskin,1,Sendangadi,,1,1,45,2,0,0,2,1,1,11,7,,,4,1,1,500,6,1,2,4,2,2,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,110,4,,,,,,2
miskin,1,Sendangadi,,3,3,14,1,0,0,1,1,,,,,,5,1,1,800,6,1,2,4,2,1,6,3,1,1,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,213,4,,,,,,2
miskin,2,Sendangadi,,3,3,22,1,0,0,2,1,1,,,,,5,1,1,800,6,1,2,4,2,1,6,3,1,1,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,213,4,,,,,,2
miskin,1,Sendangadi,,3,3,30,1,0,0,2,4,2,,,,,5,1,1,800,6,1,2,4,2,1,6,3,1,1,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,213,4,,,,,,2
miskin,2,Sendangadi,,2,2,49,2,0,0,2,4,2,,,,,5,1,1,800,6,1,2,4,2,1,6,3,1,1,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,213,4,,,,,,2
miskin,1,Sendangadi,,1,1,62,2,0,0,2,4,2,,,,,5,1,1,800,6,1,2,4,2,1,6,3,1,1,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,213,4,,,,,,2
miskin,2,Sendangadi,,3,3,25,1,0,0,1,10,3,,,,,3,1,1,540,2,1,2,4,2,3,6,3,1,1,3,1,1,1,2,3,2,4,2,3,2,4,2,3,2,4,2,4,2,1,115,4,,,,,,2
miskin,2,Sendangadi,,2,2,57,2,0,0,2,1,1,21,4,,,3,1,1,540,2,1,2,4,2,3,6,3,1,1,3,1,1,1,2,3,2,4,2,3,2,4,2,3,2,4,2,4,2,1,115,4,,,,,,2
miskin,1,Sendangadi,,1,1,55,2,0,0,2,1,1,11,7,,,3,1,1,540,2,1,2,4,2,3,6,3,1,1,3,1,1,1,2,3,2,4,2,3,2,4,2,3,2,4,2,4,2,1,115,4,,,,,,2
miskin,1,Sendangadi,,3,3,16,1,0,0,1,4,1,,,,,4,1,1,720,6,1,2,4,2,3,6,3,1,1,8,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,72,4,,,,,,2
miskin,1,Sendangadi,,3,3,13,1,0,0,1,1,,,,,,4,1,1,720,6,1,2,4,2,3,6,3,1,1,8,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,72,4,,,,,,2
miskin,2,Sendangadi,,2,2,42,2,0,0,2,7,3,21,4,,,4,1,1,720,6,1,2,4,2,3,6,3,1,1,8,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,72,4,,,,,,2
miskin,1,Sendangadi,,1,1,46,2,0,0,2,7,3,21,4,,,4,1,1,720,6,1,2,4,2,3,6,3,1,1,8,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,72,4,,,,,,2
miskin,2,Sendangadi,,3,3,14,1,0,0,1,4,1,,,,,3,1,1,540,2,1,2,4,2,2,6,3,1,2,3,1,1,1,2,3,2,4,2,3,2,4,1,4,2,4,2,4,2,1,72,4,,,,,,2
miskin,2,Sendangadi,,2,2,56,2,0,0,2,1,1,,,,,3,1,1,540,2,1,2,4,2,2,6,3,1,2,3,1,1,1,2,3,2,4,2,3,2,4,1,4,2,4,2,4,2,1,72,4,,,,,,2
miskin,1,Sendangadi,,1,1,55,2,0,0,2,1,1,11,4,,,3,1,1,540,2,1,2,4,2,2,6,3,1,2,3,1,1,1,2,3,2,4,2,3,2,4,1,4,2,4,2,4,2,1,72,4,,,,,,2
miskin,2,Sendangadi,,1,1,65,2,0,0,2,1,1,21,4,,,1,1,1,720,6,1,2,4,2,3,6,3,1,1,8,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,72,4,,,,,,2
miskin,2,Sendangadi,,3,3,17,1,0,0,1,7,2,,,,,6,1,1,800,6,7,,4,2,3,6,3,1,1,8,4,4,4,2,4,2,4,2,3,2,4,1,4,2,4,2,4,2,1,250,4,,,,,,2
miskin,2,Sendangadi,,3,3,15,1,0,0,1,4,1,,,,,6,1,1,800,6,7,,4,2,3,6,3,1,1,8,4,4,4,2,4,2,4,2,3,2,4,1,4,2,4,2,4,2,1,250,4,,,,,,2
miskin,2,Sendangadi,,3,3,12,1,0,0,1,1,,,,,,6,1,1,800,6,7,,4,2,3,6,3,1,1,8,4,4,4,2,4,2,4,2,3,2,4,1,4,2,4,2,4,2,1,250,4,,,,,,2
miskin,2,Sendangadi,,2,2,45,2,0,0,2,4,2,19,4,,,6,1,1,800,6,7,,4,2,3,6,3,1,1,8,4,4,4,2,4,2,4,2,3,2,4,1,4,2,4,2,4,2,1,250,4,,,,,,2
miskin,1,Sendangadi,,1,1,51,2,0,0,2,7,3,11,4,,,6,1,1,800,6,7,,4,2,3,6,3,1,1,8,4,4,4,2,4,2,4,2,3,2,4,1,4,2,4,2,4,2,1,250,4,,,,,,2
miskin,2,Sendangadi,,6,6,78,4,0,0,,,,,,,,6,1,1,800,6,7,,4,2,3,6,3,1,1,8,4,4,4,2,4,2,4,2,3,2,4,1,4,2,4,2,4,2,1,250,4,,,,,,2
miskin,1,Sendangadi,,3,3,20,1,0,0,1,4,1,,,,,4,1,1,600,6,1,2,4,2,2,6,3,1,2,3,2,1,1,2,3,2,4,2,3,2,3,1,3,2,4,2,4,2,1,280,4,,,,,,2
miskin,2,Sendangadi,,3,3,19,1,0,0,1,7,2,,,,,4,1,1,600,6,1,2,4,2,2,6,3,1,2,3,2,1,1,2,3,2,4,2,3,2,3,1,3,2,4,2,4,2,1,280,4,,,,,,2
miskin,2,Sendangadi,,2,2,39,2,0,0,2,7,3,19,4,,,4,1,1,600,6,1,2,4,2,2,6,3,1,2,3,2,1,1,2,3,2,4,2,3,2,3,1,3,2,4,2,4,2,1,280,4,,,,,,2
miskin,1,Sendangadi,,1,1,48,2,0,0,2,4,2,11,7,,,4,1,1,600,6,1,2,4,2,2,6,3,1,2,3,2,1,1,2,3,2,4,2,3,2,3,1,3,2,4,2,4,2,1,280,4,,,,,,2
